#scaffold	subcluster_id	asmbl_acc	cdna_accs	alignment_description
gi|68711	13	asmbl_21	gi|8683331|gb|AV523803.1|AV523803,gi|19862190|gb|AV820231.1|AV820231,c697_g0_i1,c1570_g0_i1,c1638_g0_i1,gi|20465476|gb|AY096548.1|,gi|2048955|gb|AA395730.1|AA395730,c2524_g0_i1,c2667_g0_i1,c2878_g0_i1,c4240_g0_i1,gi|49294676|gb|BP643206.1|BP643206,gi|86073712|gb|DR369469.1|DR369469,gi|19857582|gb|AV815744.1|AV815744,gi|19859386|gb|AV817498.1|AV817498,gi|8729964|gb|AV558538.1|AV558538,gi|8730033|gb|AV558607.1|AV558607,gi|8730220|gb|AV558794.1|AV558794,gi|19873766|gb|AV831706.1|AV831706,gi|20466775|gb|AY099854.1|,gi|32883215|gb|CB258442.1|CB258442,gi|40449539|gb|CD529527.1|CD529527,gi|40449907|gb|CD529895.1|CD529895,gi|40450314|gb|CD530302.1|CD530302,gi|40451158|gb|CD531146.1|CD531146,gi|40455050|gb|CD568301.1|CD568301,gi|40455087|gb|CD568338.1|CD568338,gi|42466721|emb|BX825745.1|CNS0A7JU,gi|42534656|gb|BX840573.1|BX840573,gi|47832115|gb|CK121799.1|CK121799,gi|49155075|gb|BP587607.1|BP587607,gi|49167518|gb|BP600050.1|BP600050,gi|49232352|gb|BP602108.1|BP602108,gi|49233657|gb|BP603413.1|BP603413,gi|49233841|gb|BP603597.1|BP603597,gi|49253299|gb|BP605786.1|BP605786,gi|49263214|gb|BP612032.1|BP612032,gi|49266198|gb|BP615016.1|BP615016,gi|49269279|gb|BP618097.1|BP618097,gi|49272910|gb|BP621728.1|BP621728,gi|49283286|gb|BP632034.1|BP632034,gi|19797812|gb|AU229478.1|AU229478,gi|515609|gb|Z35398.1|Z35398,gi|5839736|gb|AI992831.1|AI992831,gi|59665463|gb|BP792958.1|BP792958,gi|59906112|gb|BP845139.1|BP845139,gi|62320985|dbj|AK221821.1|,gi|71035908|gb|DR750568.1|DR750568,gi|71035909|gb|DR750569.1|DR750569,c6616_g0_i1,c655_g0_i1,c671_g0_i1,c6838_g0_i1,c7102_g0_i1,c7151_g0_i1,c7152_g0_i1,c7154_g0_i1,c838_g0_i1,c946_g0_i1,c958_g0_i1,c979_g0_i1,c1382_g0_i1,c1432_g0_i1,c1567_g0_i1,c1578_g0_i1,c1591_g0_i1,c1639_g0_i1,c1717_g0_i1,c2012_g0_i1,c2091_g0_i1,c2400_g0_i1,c2493_g0_i1,c2512_g0_i1,c2527_g0_i1,c2552_g0_i1,c2604_g0_i1,c2632_g0_i1,c2704_g0_i1,c2790_g0_i1,c3138_g0_i1,c3271_g0_i1,c3498_g0_i1,c4014_g0_i1,c4276_g0_i1,c4277_g0_i1,c1256_g0_i1,c1582_g0_i1,c316_g0_i1,c56_g0_i1,c6586_g0_i1,c68_g0_i1,c7248_g0_i1,c82_g0_i1,gi|1217271|gb|N65645.1|N65645,gi|1269264|gb|N96897.1|N96897,gi|13382828|gb|BG459503.1|BG459503,gi|2756816|gb|R83956.1|R83956,gi|30725517|gb|BT008422.1|,gi|40450672|gb|CD530660.1|CD530660,gi|86067756|gb|DR363513.1|DR363513,gi|8724719|gb|AV553306.1|AV553306,gi|935704|gb|T76740.1|T76740	orient(a+/s+) align: 64850(1)-64961(112)>GT....AG<65242(113)-66171(1042)>GT....AG<66489(1043)-66877(1431)>GT....AG<66962(1432)-67022(1492)>GT....AG<67108(1493)-68196(2581)
gi|68711	13	asmbl_22	gi|8683331|gb|AV523803.1|AV523803,gi|19862190|gb|AV820231.1|AV820231,c697_g0_i1,c1570_g0_i1,c1638_g0_i1,gi|20465476|gb|AY096548.1|,gi|2048955|gb|AA395730.1|AA395730,c2524_g0_i1,c2667_g0_i1,c2878_g0_i1,c4240_g0_i1,gi|49294676|gb|BP643206.1|BP643206,gi|86073712|gb|DR369469.1|DR369469,gi|19857582|gb|AV815744.1|AV815744,gi|19859386|gb|AV817498.1|AV817498,gi|8729964|gb|AV558538.1|AV558538,gi|8730033|gb|AV558607.1|AV558607,gi|8730220|gb|AV558794.1|AV558794,gi|32883215|gb|CB258442.1|CB258442,gi|40449539|gb|CD529527.1|CD529527,gi|40449907|gb|CD529895.1|CD529895,gi|40450314|gb|CD530302.1|CD530302,gi|40451158|gb|CD531146.1|CD531146,gi|40455050|gb|CD568301.1|CD568301,gi|40455087|gb|CD568338.1|CD568338,gi|42466721|emb|BX825745.1|CNS0A7JU,gi|42534656|gb|BX840573.1|BX840573,gi|47832115|gb|CK121799.1|CK121799,gi|49155075|gb|BP587607.1|BP587607,gi|49167518|gb|BP600050.1|BP600050,gi|49232352|gb|BP602108.1|BP602108,gi|49233657|gb|BP603413.1|BP603413,gi|49233841|gb|BP603597.1|BP603597,gi|49253299|gb|BP605786.1|BP605786,gi|49263214|gb|BP612032.1|BP612032,gi|49266198|gb|BP615016.1|BP615016,gi|49269279|gb|BP618097.1|BP618097,gi|49272910|gb|BP621728.1|BP621728,gi|49283286|gb|BP632034.1|BP632034,gi|19797812|gb|AU229478.1|AU229478,gi|515609|gb|Z35398.1|Z35398,gi|5839736|gb|AI992831.1|AI992831,gi|59665463|gb|BP792958.1|BP792958,gi|59841323|gb|BP805244.1|BP805244,gi|59842047|gb|BP805968.1|BP805968,gi|59842857|gb|BP806778.1|BP806778,gi|59906112|gb|BP845139.1|BP845139,gi|62320985|dbj|AK221821.1|,gi|71035908|gb|DR750568.1|DR750568,gi|71035909|gb|DR750569.1|DR750569,c6616_g0_i1,c655_g0_i1,c671_g0_i1,c6838_g0_i1,c7102_g0_i1,c7151_g0_i1,c7152_g0_i1,c7154_g0_i1,c946_g0_i1,c979_g0_i1,c1382_g0_i1,c1432_g0_i1,c1567_g0_i1,c1578_g0_i1,c1591_g0_i1,c1639_g0_i1,c1717_g0_i1,c2012_g0_i1,c2091_g0_i1,c2400_g0_i1,c2493_g0_i1,c2512_g0_i1,c2527_g0_i1,c2552_g0_i1,c2604_g0_i1,c2632_g0_i1,c2704_g0_i1,c2790_g0_i1,c3138_g0_i1,c3271_g0_i1,c3498_g0_i1,c3664_g0_i1,c3673_g0_i1,c3680_g0_i1,c4014_g0_i1,c4276_g0_i1,c4277_g0_i1,c1256_g0_i1,c1582_g0_i1,c316_g0_i1,c56_g0_i1,c68_g0_i1,c7248_g0_i1,c82_g0_i1,gi|1217271|gb|N65645.1|N65645,gi|1269264|gb|N96897.1|N96897,gi|13382828|gb|BG459503.1|BG459503,gi|2756816|gb|R83956.1|R83956,gi|30725517|gb|BT008422.1|,gi|40450672|gb|CD530660.1|CD530660,gi|8724719|gb|AV553306.1|AV553306,gi|935704|gb|T76740.1|T76740	orient(a+/s+) align: 65080(1)-66171(1092)>GT....AG<66489(1093)-66877(1481)>GT....AG<66962(1482)-67022(1542)>GT....AG<67108(1543)-68196(2631)
gi|68711	14	asmbl_23	c2_g0_i1,c2207_g0_i1,c2575_g0_i1,c3625_g0_i1,gi|42469630|emb|BX820405.1|CNS0AA1L,gi|48985905|gb|BP570139.1|BP570139,gi|49317332|gb|BP665829.1|BP665829,gi|56915066|gb|CB254441.1|CB254441,gi|85919793|gb|DR240758.1|DR240758,gi|8714957|gb|AV543543.1|AV543543,gi|8724830|gb|AV553417.1|AV553417,gi|29028769|gb|BT005829.1|,gi|42469250|emb|BX820821.1|CNS0A9OC,gi|10277115|gb|BE844737.1|BE844737,gi|48984826|gb|BP569060.1|BP569060,gi|48985901|gb|BP570135.1|BP570135,gi|48986940|gb|BP571174.1|BP571174,gi|48993850|gb|BP578084.1|BP578084,gi|49259771|gb|BP608589.1|BP608589,gi|19740632|gb|AU225985.1|AU225985,gi|56915001|gb|CB254376.1|CB254376,gi|56915005|gb|CB254380.1|CB254380,gi|59838690|gb|BP802611.1|BP802611,gi|59838766|gb|BP802687.1|BP802687,c7015_g0_i1,c7103_g0_i1,c1357_g0_i1,c1874_g0_i1,c1893_g0_i1,c2191_g0_i1,c2209_g0_i1,c2214_g0_i1,c2305_g0_i1,c269_g0_i1,c3059_g0_i1,c3247_g0_i1,c3249_g0_i1,c3624_g0_i1,c2328_g0_i1,c3246_g0_i1,c3566_g0_i1,c3587_g0_i1,c3617_g0_i1,c5401_g0_i1,c5402_g0_i1,c848_g0_i1,gi|19874486|gb|AU235317.1|AU235317,gi|49029094|gb|BP579884.1|BP579884,gi|59796189|gb|BP798572.1|BP798572,gi|59836274|gb|BP800195.1|BP800195,gi|59838312|gb|BP802233.1|BP802233,gi|85919792|gb|DR240757.1|DR240757	orient(a+/s?) align: 72555(1)-74173(1619)
gi|68711	15	asmbl_24	gi|19859167|gb|AV817296.1|AV817296,c226_g0_i1,c3808_g0_i1,c3937_g0_i1,gi|19860335|gb|AV818420.1|AV818420,gi|8718751|gb|AV547337.1|AV547337,gi|8719851|gb|AV548438.1|AV548438,gi|8719864|gb|AV548451.1|AV548451,gi|9784525|gb|BE526547.1|BE526547,gi|48979002|gb|BP563236.1|BP563236,gi|17979399|gb|AY070430.1|,gi|49300227|gb|BP648757.1|BP648757,gi|59856983|gb|BP820883.1|BP820883,gi|59887026|gb|BP833840.1|BP833840,gi|59888553|gb|BP835367.1|BP835367,gi|62321268|dbj|AK221966.1|,c669_g0_i1,c677_g0_i1,c7056_g0_i1,c7057_g0_i1,c7313_g0_i1,c2102_g0_i1,c2916_g0_i1,c3923_g0_i1,c4241_g0_i1,c1126_g0_i1,c7044_g0_i1,c837_g0_i1,gi|19873712|gb|AV831652.1|AV831652,gi|2412773|gb|AA597350.1|AA597350	orient(a-/s-) align: 76216(3370)-76647(2939)>CT....AC<76729(2938)-77097(2570)>CT....AC<77198(2569)-77381(2386)>CT....AC<77486(2385)-77678(2193)>CT....AC<77757(2192)-78030(1919)>CT....AC<78170(1918)-78329(1759)>CT....AC<78419(1758)-78633(1544)>CT....AC<78738(1543)-78830(1451)>CT....AC<79290(1450)-79448(1292)>CT....AC<79525(1291)-79728(1088)>CT....AC<79834(1087)-80109(812)>CT....AC<80256(811)-80351(716)>CT....AC<80438(715)-80656(497)>CT....AC<80734(496)-80833(397)>CT....AC<80925(396)-81070(251)>CT....AC<81181(250)-81430(1)
gi|68711	16	asmbl_25	gi|20258807|gb|AY090933.1|,gi|21689890|gb|AY122973.1|,gi|71035674|gb|DR750334.1|DR750334,c4274_g0_i1,c1062_g0_i1,c4275_g0_i1,c925_g0_i1,gi|71035675|gb|DR750335.1|DR750335	orient(a+/s?) align: 82947(1)-84096(1150)
gi|68711	17	asmbl_26	gi|85961198|gb|DR282177.1|DR282177,gi|19871313|gb|AV829253.1|AV829253,c806_g0_i1,c1059_g0_i1,c1884_g0_i1,c2495_g0_i1,c2678_g0_i1,c6763_g0_i1,gi|19839135|gb|AV805150.1|AV805150,gi|85961197|gb|DR282176.1|DR282176,gi|19844756|gb|AV810771.1|AV810771,gi|86086390|gb|DR382149.1|DR382149,gi|21436448|gb|AY117350.1|,gi|42469498|emb|BX819426.1|CNS0A9WK,gi|17529097|gb|AY065283.1|,gi|49167779|gb|BP600311.1|BP600311,gi|49270319|gb|BP619137.1|BP619137,gi|49277162|gb|BP625910.1|BP625910,gi|8333495|gb|BE038479.1|BE038479,c564_g0_i1,c5717_g0_i1,c5718_g0_i1,c615_g0_i1,c217_g0_i1,c2732_g0_i1,c4442_g0_i1,c3072_g0_i1,gi|49318466|gb|BP666963.1|BP666963	orient(a+/s+) align: 85375(1)-85696(322)>GT....AG<86456(323)-87031(898)
gi|68711	18	asmbl_27	c166_g0_i1,c2543_g0_i1,c3653_g0_i1,c3763_g0_i1,gi|49252406|gb|BP604894.1|BP604894,gi|49252914|gb|BP605401.1|BP605401,gi|19837331|gb|AV803346.1|AV803346,gi|19837490|gb|AV803505.1|AV803505,gi|86006866|gb|DR302612.1|DR302612,gi|19846461|gb|AV812476.1|AV812476,gi|86081097|gb|DR376854.1|DR376854,gi|22655281|gb|AY140090.1|,gi|2747977|gb|N96499.1|N96499,gi|16209719|gb|AY057620.1|,gi|48992163|gb|BP576397.1|BP576397,gi|49277714|gb|BP626462.1|BP626462,gi|59840685|gb|BP804606.1|BP804606,gi|59852042|gb|BP815955.1|BP815955,gi|59907559|gb|BP846586.1|BP846586,gi|59926133|gb|BP865160.1|BP865160,c548_g0_i1,c551_g0_i1,c6020_g0_i1,c626_g0_i1,c6704_g0_i1,c1240_g0_i1,c2277_g0_i1,c2536_g0_i1,c2738_g0_i1,c4028_g0_i1,c4180_g0_i1,c1086_g0_i1,c1118_g0_i1,c1738_g0_i1,c802_g0_i1,c841_g0_i1,gi|19870977|gb|AV828917.1|AV828917,gi|19873947|gb|AV831887.1|AV831887,gi|2393227|gb|AA585815.1|AA585815,gi|42467041|emb|BX820755.1|CNS0A83J	orient(a+/s+) align: 91158(1)-91319(162)>GT....AG<91622(163)-91939(480)>GT....AG<92022(481)-92327(786)>GT....AG<92403(787)-92449(833)>GT....AG<92570(834)-92650(914)>GT....AG<92769(915)-92849(995)>GT....AG<92928(996)-93018(1086)>GT....AG<93129(1087)-93200(1158)>GT....AG<93295(1159)-93402(1266)>GT....AG<93483(1267)-94040(1824)
gi|68711	19	asmbl_28	c603_g0_i1,c673_g0_i1,c1504_g0_i1,c1804_g0_i1,c1811_g0_i1,c1819_g0_i1,c1966_g0_i1,gi|20260579|gb|AY093189.1|,c2848_g0_i1,c3088_g0_i1,c3460_g0_i1,c3945_g0_i1,c5769_g0_i1,c6815_g0_i1,gi|42467479|emb|BX820101.1|CNS0A8IG,gi|42468192|emb|BX820376.1|CNS0A8QI,gi|42468271|emb|BX820863.1|CNS0A8OL,gi|48991185|gb|BP575419.1|BP575419,gi|49290671|gb|BP639419.1|BP639419,gi|49296214|gb|BP644744.1|BP644744,gi|56915549|gb|CB254924.1|CB254924,gi|59889174|gb|BP835988.1|BP835988,gi|19835515|gb|AV801530.1|AV801530,gi|19837330|gb|AV803345.1|AV803345,gi|19840034|gb|AV806049.1|AV806049,gi|85991002|gb|DR286741.1|DR286741,gi|85991003|gb|DR286742.1|DR286742,gi|19842133|gb|AV808148.1|AV808148,gi|19843975|gb|AV809990.1|AV809990,gi|19856676|gb|AV814863.1|AV814863,gi|8681326|gb|AV521799.1|AV521799,gi|8681633|gb|AV522106.1|AV522106,gi|19859494|gb|AV817601.1|AV817601,gi|8704582|gb|AV542822.1|AV542822,gi|9785501|gb|BE527523.1|BE527523,gi|19870536|gb|AV828476.1|AV828476,gi|30387536|gb|BT006590.1|,gi|37427035|gb|CF651467.1|CF651467,gi|42531058|gb|BX836975.1|BX836975,gi|49035296|gb|BP585730.1|BP585730,gi|49160488|gb|BP593020.1|BP593020,gi|49260230|gb|BP609048.1|BP609048,gi|49288789|gb|BP637537.1|BP637537,gi|49296938|gb|BP645468.1|BP645468,gi|49307710|gb|BP656240.1|BP656240,gi|49320290|gb|BP668787.1|BP668787,gi|5840059|gb|AI993154.1|AI993154,gi|59266624|gb|BP788212.1|BP788212,gi|59853916|gb|BP817816.1|BP817816,gi|59884711|gb|BP831525.1|BP831525,gi|59897512|gb|BP836541.1|BP836541,gi|59927602|gb|BP866629.1|BP866629,c536_g0_i1,c569_g0_i1,c5770_g0_i1,c586_g0_i1,c646_g0_i1,c6821_g0_i1,c7010_g0_i1,c7326_g0_i1,c796_g0_i1,c937_g0_i1,c1381_g0_i1,c1761_g0_i1,c2257_g0_i1,c2391_g0_i1,c2442_g0_i1,c2833_g0_i1,c2884_g0_i1,c2890_g0_i1,c2976_g0_i1,c3258_g0_i1,c3276_g0_i1,c3783_g0_i1,c3902_g0_i1,c3947_g0_i1,c4190_g0_i1,c1289_g0_i1,c1503_g0_i1,c2578_g0_i1,c2862_g0_i1,c2911_g0_i1,c547_g0_i1,c5771_g0_i1,c67_g0_i1,c7277_g0_i1,c808_g0_i1,gi|1269257|gb|N97317.1|N97317,gi|19871486|gb|AV829426.1|AV829426,gi|2762471|gb|T45739.1|T45739,gi|37427033|gb|CF651466.1|CF651466,gi|42468108|emb|BX819499.1|CNS0A8UW,gi|49292924|gb|BP641454.1|BP641454,gi|49299666|gb|BP648196.1|BP648196,gi|85991004|gb|DR286743.1|DR286743,gi|9778279|gb|BE520301.1|BE520301	orient(a-/s-) align: 94906(2166)-95276(1796)>CT....AC<95891(1795)-97685(1)
gi|68711	20	asmbl_29	gi|85922462|gb|DR243434.1|DR243434,gi|19844638|gb|AV810653.1|AV810653,gi|86077650|gb|DR373407.1|DR373407,c2402_g0_i1,gi|21387098|gb|AY114634.1|,c2713_g0_i1,c5459_g0_i1,c7201_g0_i1,c7315_g0_i1,gi|32889062|gb|CB264289.1|CB264289,gi|49283142|gb|BP631890.1|BP631890,gi|49286682|gb|BP635430.1|BP635430,gi|11127756|gb|AF283565.1|AF283565,gi|59262494|gb|BP786167.1|BP786167,gi|59266767|gb|BP788279.1|BP788279,gi|85876408|gb|DR197360.1|DR197360,gi|85876411|gb|DR197363.1|DR197363,gi|85922460|gb|DR243432.1|DR243432,gi|85922461|gb|DR243433.1|DR243433,gi|85922463|gb|DR243435.1|DR243435,gi|85922464|gb|DR243436.1|DR243436,gi|19838849|gb|AV804864.1|AV804864,gi|86080602|gb|DR376359.1|DR376359,gi|8690586|gb|AV530303.1|AV530303,gi|8735424|gb|AV563998.1|AV563998,gi|8738852|gb|AV567398.1|AV567398,gi|9784716|gb|BE526738.1|BE526738,gi|42468260|emb|BX820784.1|CNS0A8RB,gi|42530991|gb|BX836908.1|BX836908,gi|48991494|gb|BP575728.1|BP575728,gi|49155272|gb|BP587804.1|BP587804,gi|49160685|gb|BP593217.1|BP593217,gi|49274069|gb|BP622887.1|BP622887,gi|49274114|gb|BP622932.1|BP622932,gi|49287475|gb|BP636223.1|BP636223,gi|5841200|gb|AI994295.1|AI994295,gi|58840010|gb|BP780831.1|BP780831,gi|59263021|gb|BP786432.1|BP786432,gi|59665777|gb|BP793263.1|BP793263,gi|61742642|gb|AY954816.1|,gi|19826142|gb|AV792159.1|AV792159,gi|19829853|gb|AV795870.1|AV795870,c5460_g0_i1,c5461_g0_i1,c5462_g0_i1,c5463_g0_i1,c562_g0_i1,c610_g0_i1,c6655_g0_i1,c6695_g0_i1,c6902_g0_i1,c7194_g0_i1,c7220_g0_i1,c988_g0_i1,c1477_g0_i1,c1818_g0_i1,c1965_g0_i1,c2264_g0_i1,c2445_g0_i1,c2712_g0_i1,c2788_g0_i1,c2820_g0_i1,c2824_g0_i1,c30_g0_i1,c3288_g0_i1,c3393_g0_i1,c3442_g0_i1,c3462_g0_i1,c4222_g0_i1,c450_g0_i1,c483_g0_i1,c4804_g0_i1,c4807_g0_i1,c1482_g0_i1,c2040_g0_i1,c21_g0_i1,c2499_g0_i1,c2690_g0_i1,c3446_g0_i1,c3503_g0_i1,c4803_g0_i1,c64_g0_i1,c6687_g0_i1,c7316_g0_i1,gi|1054250|gb|H76999.1|H76999,gi|1268220|gb|N96453.1|N96453,gi|32889456|gb|CB264683.1|CB264683,gi|45680306|gb|BT011996.1|,gi|49168152|gb|BP600684.1|BP600684,gi|49271642|gb|BP620460.1|BP620460,gi|85876407|gb|DR197359.1|DR197359,gi|86079885|gb|DR375642.1|DR375642,gi|8734402|gb|AV562976.1|AV562976,gi|9784798|gb|BE526820.1|BE526820	orient(a-/s-) align: 101014(1617)-101338(1293)>CT....AC<101406(1292)-101452(1246)>CT....AC<101533(1245)-101719(1059)>CT....AC<101798(1058)-102088(768)>CT....AC<102175(767)-102369(573)>CT....AC<102461(572)-102562(471)>CT....AC<102645(470)-102944(171)>CT....AC<103017(170)-103095(92)>CT....AC<103309(91)-103399(1)
gi|68711	20	asmbl_30	gi|19844638|gb|AV810653.1|AV810653,gi|86077650|gb|DR373407.1|DR373407,c2402_g0_i1,gi|21387098|gb|AY114634.1|,c2713_g0_i1,c4805_g0_i1,c7201_g0_i1,c7315_g0_i1,gi|32889062|gb|CB264289.1|CB264289,gi|32889503|gb|CB264730.1|CB264730,gi|49283142|gb|BP631890.1|BP631890,gi|49286682|gb|BP635430.1|BP635430,gi|11127756|gb|AF283565.1|AF283565,gi|59262494|gb|BP786167.1|BP786167,gi|59266767|gb|BP788279.1|BP788279,gi|85876408|gb|DR197360.1|DR197360,gi|85876411|gb|DR197363.1|DR197363,gi|19838849|gb|AV804864.1|AV804864,gi|86080602|gb|DR376359.1|DR376359,gi|8690586|gb|AV530303.1|AV530303,gi|8735424|gb|AV563998.1|AV563998,gi|8738852|gb|AV567398.1|AV567398,gi|9784716|gb|BE526738.1|BE526738,gi|19867792|gb|AV825732.1|AV825732,gi|15450787|gb|AY054474.1|,gi|42468260|emb|BX820784.1|CNS0A8RB,gi|42530991|gb|BX836908.1|BX836908,gi|48991494|gb|BP575728.1|BP575728,gi|49155272|gb|BP587804.1|BP587804,gi|49160685|gb|BP593217.1|BP593217,gi|49274069|gb|BP622887.1|BP622887,gi|49274114|gb|BP622932.1|BP622932,gi|49287475|gb|BP636223.1|BP636223,gi|5841200|gb|AI994295.1|AI994295,gi|58840010|gb|BP780831.1|BP780831,gi|59263021|gb|BP786432.1|BP786432,gi|59665777|gb|BP793263.1|BP793263,gi|61742642|gb|AY954816.1|,gi|19826142|gb|AV792159.1|AV792159,gi|19829853|gb|AV795870.1|AV795870,gi|85876409|gb|DR197361.1|DR197361,gi|85876410|gb|DR197362.1|DR197362,c562_g0_i1,c610_g0_i1,c6655_g0_i1,c6695_g0_i1,c6902_g0_i1,c7194_g0_i1,c7220_g0_i1,c760_g0_i1,c988_g0_i1,c1477_g0_i1,c150_g0_i1,c1483_g0_i1,c1818_g0_i1,c1965_g0_i1,c2264_g0_i1,c2445_g0_i1,c2712_g0_i1,c2788_g0_i1,c2820_g0_i1,c2824_g0_i1,c30_g0_i1,c3288_g0_i1,c3393_g0_i1,c3442_g0_i1,c3462_g0_i1,c4222_g0_i1,c450_g0_i1,c483_g0_i1,c4804_g0_i1,c4806_g0_i1,c4807_g0_i1,c2040_g0_i1,c21_g0_i1,c2499_g0_i1,c2690_g0_i1,c3446_g0_i1,c3503_g0_i1,c4803_g0_i1,c64_g0_i1,c6687_g0_i1,c7316_g0_i1,gi|1054250|gb|H76999.1|H76999,gi|1268220|gb|N96453.1|N96453,gi|45680306|gb|BT011996.1|,gi|49168152|gb|BP600684.1|BP600684,gi|49271642|gb|BP620460.1|BP620460,gi|85876407|gb|DR197359.1|DR197359,gi|86079885|gb|DR375642.1|DR375642,gi|8734402|gb|AV562976.1|AV562976,gi|9784798|gb|BE526820.1|BE526820	orient(a-/s-) align: 101014(1612)-101338(1288)>CT....AC<101406(1287)-101452(1241)>CT....AC<101533(1240)-101719(1054)>CT....AC<101798(1053)-102088(763)>CT....AC<102175(762)-102369(568)>CT....AC<102461(567)-102562(466)>CT....AC<102645(465)-102944(166)>CT....AC<103017(165)-103095(87)>CT....AC<103381(86)-103466(1)
gi|68711	20	asmbl_31	gi|19844638|gb|AV810653.1|AV810653,gi|86077650|gb|DR373407.1|DR373407,c2402_g0_i1,c2713_g0_i1,c6161_g0_i1,c7201_g0_i1,c7315_g0_i1,gi|32889062|gb|CB264289.1|CB264289,gi|49283142|gb|BP631890.1|BP631890,gi|49286682|gb|BP635430.1|BP635430,gi|59262494|gb|BP786167.1|BP786167,gi|59266767|gb|BP788279.1|BP788279,gi|85876408|gb|DR197360.1|DR197360,gi|19838849|gb|AV804864.1|AV804864,gi|86022316|gb|DR318069.1|DR318069,gi|86022317|gb|DR318070.1|DR318070,gi|86080602|gb|DR376359.1|DR376359,gi|8690586|gb|AV530303.1|AV530303,gi|8735424|gb|AV563998.1|AV563998,gi|8738852|gb|AV567398.1|AV567398,gi|9784716|gb|BE526738.1|BE526738,gi|48991494|gb|BP575728.1|BP575728,gi|49155272|gb|BP587804.1|BP587804,gi|49160685|gb|BP593217.1|BP593217,gi|49274069|gb|BP622887.1|BP622887,gi|49274114|gb|BP622932.1|BP622932,gi|49287475|gb|BP636223.1|BP636223,gi|5841200|gb|AI994295.1|AI994295,gi|58840010|gb|BP780831.1|BP780831,gi|59263021|gb|BP786432.1|BP786432,gi|59665777|gb|BP793263.1|BP793263,gi|61742642|gb|AY954816.1|,gi|19826142|gb|AV792159.1|AV792159,gi|19829853|gb|AV795870.1|AV795870,c562_g0_i1,c610_g0_i1,c6162_g0_i1,c6655_g0_i1,c6695_g0_i1,c6902_g0_i1,c7194_g0_i1,c7220_g0_i1,c1477_g0_i1,c2264_g0_i1,c2445_g0_i1,c2712_g0_i1,c2788_g0_i1,c2820_g0_i1,c2824_g0_i1,c3288_g0_i1,c3393_g0_i1,c3442_g0_i1,c3462_g0_i1,c4222_g0_i1,c450_g0_i1,c483_g0_i1,c4804_g0_i1,c21_g0_i1,c2499_g0_i1,c2690_g0_i1,c3446_g0_i1,c3503_g0_i1,c4803_g0_i1,c6687_g0_i1,c7316_g0_i1,gi|1054250|gb|H76999.1|H76999,gi|49168152|gb|BP600684.1|BP600684,gi|49271642|gb|BP620460.1|BP620460,gi|85876407|gb|DR197359.1|DR197359,gi|86079885|gb|DR375642.1|DR375642,gi|8734402|gb|AV562976.1|AV562976,gi|9784798|gb|BE526820.1|BE526820	orient(a-/s-) align: 101014(1470)-101338(1146)>CT....AC<101406(1145)-101452(1099)>CT....AC<101533(1098)-101719(912)>CT....AC<101798(911)-102088(621)>CT....AC<102175(620)-102369(426)>CT....AC<102461(425)-102562(324)>CT....AC<102645(323)-102944(24)>CT....AC<103381(23)-103403(1)
gi|68711	20	asmbl_32	gi|85922462|gb|DR243434.1|DR243434,c5459_g0_i1,c7315_g0_i1,gi|32889062|gb|CB264289.1|CB264289,gi|52354286|gb|AY735594.1|,gi|85876408|gb|DR197360.1|DR197360,gi|85876411|gb|DR197363.1|DR197363,gi|85922460|gb|DR243432.1|DR243432,gi|85922461|gb|DR243433.1|DR243433,gi|85922463|gb|DR243435.1|DR243435,gi|85922464|gb|DR243436.1|DR243436,gi|9784716|gb|BE526738.1|BE526738,gi|42530991|gb|BX836908.1|BX836908,gi|61742642|gb|AY954816.1|,c5460_g0_i1,c5461_g0_i1,c5462_g0_i1,c5463_g0_i1,c1477_g0_i1,c1965_g0_i1,c3176_g0_i1,c4222_g0_i1,c4804_g0_i1,c4807_g0_i1,c1482_g0_i1,c2040_g0_i1,c4803_g0_i1,c64_g0_i1,c6687_g0_i1,c7316_g0_i1,gi|1268220|gb|N96453.1|N96453,gi|32889456|gb|CB264683.1|CB264683,gi|45680306|gb|BT011996.1|,gi|85876407|gb|DR197359.1|DR197359,gi|86079885|gb|DR375642.1|DR375642,gi|9784798|gb|BE526820.1|BE526820	orient(a-/s-) align: 99602(2071)-100293(1380)>CT....AC<101252(1379)-101338(1293)>CT....AC<101406(1292)-101452(1246)>CT....AC<101533(1245)-101719(1059)>CT....AC<101798(1058)-102088(768)>CT....AC<102175(767)-102369(573)>CT....AC<102461(572)-102562(471)>CT....AC<102645(470)-102944(171)>CT....AC<103017(170)-103095(92)>CT....AC<103309(91)-103399(1)
gi|68711	20	asmbl_33	gi|49286038|gb|BP634786.1|BP634786,c2817_g0_i1	orient(a-/s-) align: 101025(295)-101313(7)>GT....AT<101568(6)-101573(1)
